ReviewID,PolicyID,ReviewerEmployeeID,ReviewerRole,ReviewDate,ReviewStatus,Comments
REV-00930,POL-0117,EMP-0033,Compliance Analyst,2017-07-13,Approved,Please verify citation.
REV-00931,POL-0236,EMP-0054,Senior Analyst,2001-10-16,Rejected,Formatting changes only.
REV-00932,POL-0101,EMP-0041,Policy Reviewer,"May 11, 2006",Approved,Update section 3.
REV-00933,POL-0243,EMP-0037,Policy Reviewer,2005-07-25,Rejected,Update section 3.
 REV-00934 ,POL-0038,EMP-0015,Department Supervisor,"Jul 24, 2002",Approved,Minor edits requested.
REV-00935,POL-0262,EMP-0011,Department Supervisor,"Aug 05, 2014",Approved,Formatting changes only.
REV-00936,POL-0230,EMP-0047,Policy Reviewer, 2024-01-15 ,Approved,Formatting changes only.
REV-00937,POL-0134,EMP-0053,Senior Analyst,2010-07-18,Approved,Minor edits requested.
REV-00938,POL-0252,EMP-0044,Policy Analyst,10/13/2023,Approved, Formatting changes only. 
REV-00939, POL-0166 ,EMP-0038,Senior Analyst,2004-10-08,Approved,
REV-00940,POL-0252,EMP-0041,Policy Reviewer,"Aug 25, 2011", Approved ,Minor edits requested.
REV-00941,POL-0084,EMP-0020,Department Supervisor,2017-10-05,Approved,Please verify citation.
REV-00942,POL-0116,EMP-0011,Department Supervisor,,Approved,Formatting changes only.
REV-00943,POL-0248,EMP-0043,Policy Reviewer,2007-07-16,Rejected,Update section 3.
 REV-00944 ,POL-0196,EMP-0021,Department Supervisor,2022-09-27,Rejected,
REV-00945, POL-0079 ,EMP-0031,Compliance Analyst,,Approved,Looks good.
REV-00946,POL-0045,EMP-0028, Compliance Analyst ,,Approved,
REV-00947,POL-0048,EMP-0025,Compliance Analyst,2023-03-28,Approved,Please verify citation.
REV-00948,POL-0264,EMP-0036,Senior Analyst,2017-06-25,Approved,Looks good.
REV-00949,POL-0151,EMP-0040,Senior Analyst,2004-01-13,Approved,Update section 3.
REV-00950,POL-0203,EMP-0016, Department Supervisor ,2020-08-06,Approved, Update section 3. 
REV-00951,POL-0285,EMP-0031,Compliance Analyst,20-Jul-2020,Approved,
 REV-00952 ,POL-0196,EMP-0052,Senior Analyst,2022-10-22,Approved,
REV-00953,POL-0052,EMP-0036,Senior Analyst,06-Feb-2005,Rejected,Update section 3.
REV-00954,POL-0131,EMP-0046,Policy Reviewer,2002-02-08,Approved,Please verify citation.
REV-00955,POL-0197,, Department Supervisor ,2000-07-03,Approved,
REV-00956,POL-0013,EMP-0043,Policy Reviewer,2014-02-28,Rejected,Please verify citation.
REV-00957, POL-0148 ,EMP-0052,Senior Analyst,2009-10-11,Approved,Formatting changes only.
REV-00958,POL-0043,EMP-0032,Compliance Analyst,2020-12-17,Approved,Minor edits requested.
REV-00959,POL-0068,EMP-0025, Compliance Analyst ,2002-12-07,Approved,Update section 3.
REV-00960,POL-0036,EMP-0046,Policy Reviewer,2015-05-23,Rejected,Please verify citation.
REV-00961,POL-0188,EMP-0053,Senior Analyst,"Sep 20, 2021",Approved,Minor edits requested.
REV-00962,POL-0202,EMP-0018,Department Supervisor,2020-10-18,Approved,  
REV-00963,POL-0037, EMP-0011 ,Department Supervisor,2010-06-12,Approved,Minor edits requested.
REV-00964,POL-0300,EMP-0051,Policy Analyst,2016-06-05,Approved,Minor edits requested.
REV-00965,POL-0010,EMP-0044,Policy Analyst,,Approved,Minor edits requested.
REV-00966,POL-0054,EMP-0013,Department Supervisor,2005-04-07,Approved,Looks good.
REV-00967,POL-0256,EMP-0019,Department Supervisor,2022-08-02,Approved,Formatting changes only.
REV-00968,POL-0063, EMP-0017 ,Department Supervisor,2018-11-08,Approved,Minor edits requested.
 REV-00969 ,POL-0176,EMP-0023,Department Supervisor,2009-04-14,Approved,
REV-00970,POL-0053,EMP-0024,Department Supervisor,"Feb 14, 2018",Approved,Update section 3.
REV-00971,POL-0138,EMP-0032,Compliance Analyst,"Jan 17, 2009", Approved ,
REV-00972,POL-0097,EMP-0013,Department Supervisor, 2019-02-02 ,Approved, Formatting changes only. 
REV-00973,POL-0027,EMP-0039,Policy Analyst, 2006-01-09 ,Approved,Update section 3.
REV-00974, POL-0168 ,EMP-0019,Department Supervisor,2023-02-11,Approved,Update section 3.
REV-00975,POL-0006,EMP-0044,Policy Analyst,2000-09-10,Approved,Formatting changes only.
REV-00976,POL-0102, EMP-0046 ,Policy Reviewer,2002-09-04,Rejected, Update section 3. 
REV-00977,POL-0130,EMP-0043, Policy Reviewer ,2022-02-28,Approved,
REV-00978,POL-0117, EMP-0019 ,Department Supervisor,2008-04-15,Approved,
REV-00979,POL-0053,EMP-0053,Senior Analyst,2017-11-16,Rejected,Please verify citation.
REV-00980,POL-0096,EMP-0043,Policy Reviewer,2014-12-08,Approved,Update section 3.
REV-00981,POL-0021,EMP-0049,Senior Analyst,2019-04-12,Approved,Formatting changes only.
REV-00982, POL-0141 ,EMP-0028,Compliance Analyst,2011-08-20, Approved ,Update section 3.
REV-00983,POL-0166,EMP-0029,Compliance Analyst,13/40/2024,Approved,Update section 3.
REV-00984,POL-0178,EMP-0019,Department Supervisor,,Approved,Update section 3.
REV-00985,POL-0271,EMP-0030,Compliance Analyst,2023-06-24,Approved,Formatting changes only.
REV-00986, POL-0293 ,EMP-0031,Compliance Analyst,2025-01-26,Approved,Formatting changes only.
REV-00987,POL-0078,EMP-0051, Policy Analyst ,2025-04-30, Approved ,Looks good.
 REV-00988 ,POL-0184,EMP-0024,Department Supervisor,05-Jul-2009, Approved ,
REV-00989,POL-0188,EMP-0054,Senior Analyst,2013-07-13,Approved,Minor edits requested.
REV-00990,POL-0290,EMP-0052,Senior Analyst,2006-06-13,Approved,Looks good.
REV-00991,POL-0067,EMP-0045, Policy Analyst ,2023-02-06,Approved,Formatting changes only.
REV-00992,POL-0088,EMP-0018,Department Supervisor,2014-12-16,Approved,
REV-00993,POL-0270,EMP-0048, Policy Reviewer ,2022-01-17,Rejected,Please verify citation.
REV-00994,POL-0026,EMP-0054,Senior Analyst,2019-03-23,Approved,Formatting changes only.
REV-00995,POL-0279,EMP-0029,Compliance Analyst,12-Jun-2024,Approved,Update section 3.
REV-00996, POL-0005 ,EMP-0044,Policy Analyst,2001-01-26, Approved ,
REV-00997,POL-0122,EMP-0035,Senior Analyst,2001-08-19,Approved,Looks good.
REV-00998,POL-0277,EMP-0053,Senior Analyst,2002-11-17,Approved,
REV-00999,POL-0142,EMP-0028,Compliance Analyst,19-Jun-2009,Approved, Looks good. 
REV-01000,POL-0152,EMP-0054,,2013-05-09,Approved,Minor edits requested.
REV-01001,POL-0180,EMP-0014,Department Supervisor, 2007-01-25 ,Approved,Formatting changes only.
REV-01002,POL-0261,EMP-0024,Department Supervisor,2013-09-26, Approved ,Please verify citation.
REV-01003,POL-0026,EMP-0033,Compliance Analyst, 2001-12-12 ,Rejected,Update section 3.
REV-01004,POL-0036,EMP-0050,Policy Reviewer,2005-02-04,Approved,Formatting changes only.
 REV-01005 ,POL-0042,EMP-0052,Senior Analyst,2010-07-24,Approved,Please verify citation.
REV-01006,POL-0293,,Compliance Analyst,2017-12-10,Approved,Please verify citation.
REV-01007,POL-0044,EMP-0053,Senior Analyst,2013-05-26,Approved,
REV-01008,POL-0038,EMP-0035, Senior Analyst ,12-Aug-2017,Approved,Update section 3.
REV-01009,POL-0171,EMP-0046,,2014-07-10,Approved,
REV-01010,POL-0075,EMP-0027, Compliance Analyst ,2001-01-29,Approved,Looks good.
REV-01011,POL-0257,EMP-0025,Compliance Analyst,2020-05-16,Rejected,Formatting changes only.
REV-01012,POL-0119,EMP-0048,Policy Reviewer,2016-12-29, Approved ,Please verify citation.
REV-01013,POL-0120,EMP-0023, Department Supervisor ,"Apr 23, 2009",Approved,Minor edits requested.
REV-01014,POL-0221,EMP-0022,Department Supervisor,2020-08-18,,Formatting changes only.
 REV-01015 ,POL-0200, EMP-0022 ,Department Supervisor,"Nov 03, 2003",Approved,Looks good.
REV-01016,POL-0153,EMP-0018,Department Supervisor,07/19/2023,Approved,Update section 3.
REV-01017,POL-0180, EMP-0038 ,,2002-04-27,Approved,
REV-01018,POL-0185,EMP-0027,Compliance Analyst,2025-06-19,Rejected,Looks good.
REV-01019,POL-0161,EMP-0048,Policy Reviewer,"Sep 19, 2007",Approved,Minor edits requested.
REV-01020,POL-0214,EMP-0032,Compliance Analyst,,Approved,Update section 3.
REV-01021,POL-0163,EMP-0013,Department Supervisor,2007-06-11,Approved,Looks good.
REV-01022,POL-0271,EMP-0049,Senior Analyst,20-Dec-2014, Approved ,
REV-01023,POL-0148,EMP-0042,Senior Analyst,2014-01-03,Approved,Please verify citation.
REV-01024,POL-0129, EMP-0033 , Compliance Analyst ,2025-03-05,Approved,
REV-01025,POL-0090,,Policy Analyst,2014-10-03,Approved, Looks good. 
REV-01026,POL-0176,EMP-0044,Policy Analyst,29-Sep-2008,Approved,
 REV-01027 ,POL-0154,EMP-0021,Department Supervisor,,Approved,Update section 3.
REV-01028,POL-0091,EMP-0045,,11/09/2024,Approved,Update section 3.
REV-01029,POL-0188,EMP-0033,Compliance Analyst,2004-08-15,Approved,Looks good.
REV-01030,POL-0110,EMP-0053,Senior Analyst,2010-01-25, Rejected ,Minor edits requested.
REV-01031,POL-0293,EMP-0034,Compliance Analyst,2015-05-08,Approved,Minor edits requested.
REV-01032,POL-0167,EMP-0050, Policy Reviewer ,2010-04-19,Approved,Please verify citation.
REV-01033,POL-0138,EMP-0046,Policy Reviewer,2021-10-19,Approved,Formatting changes only.
REV-01034,POL-0084,EMP-0018,Department Supervisor,2000-11-22, Approved ,Formatting changes only.
REV-01035,POL-0047,EMP-0039,Policy Analyst,07-Jan-2016,, Looks good. 
REV-01036,POL-0263,EMP-0013,Department Supervisor,2011-06-08,Approved,
REV-01037,POL-0238,EMP-0035,Senior Analyst,2014-11-23,Approved,
 REV-01038 ,POL-0278,EMP-0027,Compliance Analyst,2017-10-22,Approved,Please verify citation.
REV-01039, POL-0148 ,EMP-0012,Department Supervisor, 2013-03-08 ,Approved,Please verify citation.
 REV-01040 , POL-0142 ,EMP-0043,Policy Reviewer,2017-04-26,Approved,Please verify citation.
REV-01041, POL-0142 ,EMP-0042,Senior Analyst,2020-06-26,Approved,  
REV-01042,POL-0201,EMP-0052,Senior Analyst,2013-10-17,Approved,Looks good.
REV-01043,POL-0076,EMP-0043,Policy Reviewer,2014-11-13,Approved,
REV-01044,POL-0260,EMP-0021,Department Supervisor,2004-10-20,Approved,Please verify citation.
 REV-01045 ,POL-0043,EMP-0011,Department Supervisor,01-Jun-2024,Approved,Formatting changes only.
REV-01046,POL-0262,EMP-0024,Department Supervisor,2003-06-08,Approved,Formatting changes only.
REV-01047,POL-0130,EMP-0054,Senior Analyst,2010-01-22,Rejected,Update section 3.
REV-01048,POL-0248,EMP-0024,Department Supervisor,2005-02-27,Approved,
REV-01049,POL-0096,EMP-0052,Senior Analyst,2020-01-08,Approved,
REV-01050,POL-0251,EMP-0012,Department Supervisor,2007-05-25,Approved,Update section 3.
REV-01051,POL-0239,EMP-0013,Department Supervisor,2015-05-18,Approved,
REV-01052,POL-0165,EMP-0014,Department Supervisor,2003-10-14,Approved,Looks good.
REV-01053,POL-0018,EMP-0046,Policy Reviewer,2011-10-19,Approved,
 REV-01054 ,POL-0249,,Compliance Analyst,2010-09-16,Approved,Update section 3.
REV-01055,POL-0077,EMP-0039,Policy Analyst,2017-11-26,Approved,Formatting changes only.
REV-01056,POL-0052,EMP-0038,Senior Analyst,2018-08-22,Rejected,Minor edits requested.
 REV-01057 ,POL-0177,EMP-0035,Senior Analyst,2001-04-03,Approved,Formatting changes only.
REV-01058,POL-0020,EMP-0045,Policy Analyst,2005-10-21,Approved,
REV-01059, POL-0099 ,EMP-0048,Policy Reviewer,2003-05-03,Approved,
REV-01060,POL-0155,EMP-0033,,2003-10-03,Approved,Please verify citation.
REV-01061,POL-0280,EMP-0029,Compliance Analyst,2005-04-04, Approved ,Formatting changes only.
REV-01062,POL-0127,EMP-0049,Senior Analyst,2014-01-06,Approved,
REV-01063,POL-0154,EMP-0039, Policy Analyst ,2013-02-15,Approved,Update section 3.
REV-01064, POL-0138 ,EMP-0053,Senior Analyst,03/22/2018, Approved ,
REV-01065,POL-0243,EMP-0021,Department Supervisor,2021-10-04,Approved,Please verify citation.
REV-01066,POL-0101,EMP-0019,Department Supervisor,"May 12, 2010",Approved,Formatting changes only.
REV-01067,POL-0126,EMP-0045,Policy Analyst,2018-01-14,Approved,Minor edits requested.
REV-01068,POL-0201,EMP-0030,Compliance Analyst,2006-12-17,Rejected,Formatting changes only.
REV-01069,POL-0058,EMP-0011,Department Supervisor,27-Mar-2017,Approved,Please verify citation.
REV-01070,POL-0123,EMP-0020,Department Supervisor,2025-05-25,Approved,
REV-01071,POL-0233,EMP-0011,Department Supervisor,2002-05-16,Approved,Please verify citation.
REV-01072,POL-0108,EMP-0045,Policy Analyst,2018-03-05, Approved , Please verify citation. 
REV-01073,POL-0159,EMP-0030,Compliance Analyst,2004-04-25,Approved,Looks good.
REV-01074,POL-0114,EMP-0024,Department Supervisor,,Approved,Update section 3.
REV-01075,POL-0050,EMP-0020,Department Supervisor,2023-06-28,Approved,Looks good.
REV-01076,POL-0005,EMP-0025,Compliance Analyst,01-Oct-2008,Approved,Please verify citation.
REV-01077,POL-0250,EMP-0023,Department Supervisor,2011-11-01,Approved,
REV-01078,POL-0260,EMP-0053,,2008-08-19,Approved, Please verify citation. 
REV-01079,POL-0053,EMP-0046,Policy Reviewer,2002-12-09,Approved,Update section 3.
REV-01080,POL-0202,EMP-0015,Department Supervisor,2025-02-25,Approved,
REV-01081,POL-0095, EMP-0027 , Compliance Analyst ,2003-07-09,Approved,
REV-01082,POL-0233,EMP-0048,Policy Reviewer,2009-05-09,Approved,
REV-01083, POL-0191 ,EMP-0033,Compliance Analyst,,Rejected,Looks good.
REV-01084, POL-0199 ,EMP-0017, Department Supervisor ,"Jan 07, 2011",Approved,Minor edits requested.
REV-01085,POL-0229,EMP-0023,Department Supervisor,2003-08-18,Approved,Minor edits requested.
REV-01086,POL-0116,EMP-0039, Policy Analyst ,2022-04-17,Approved, Minor edits requested. 
REV-01087,POL-0287,EMP-0048,Policy Reviewer,"Mar 18, 2014",,Looks good.
REV-01088,POL-0283,EMP-0031,Compliance Analyst,2016-11-05,Approved,Update section 3.
REV-01089,POL-0281,EMP-0011,Department Supervisor,2008-01-23,Approved,Minor edits requested.
REV-01090,POL-0167,EMP-0025,Compliance Analyst,2011-07-17,Approved,Formatting changes only.
REV-01091,POL-0156,EMP-0028,, 2020-01-23 ,Approved,Minor edits requested.
REV-01092,POL-0141,EMP-0054,Senior Analyst,2006-07-10,Approved,Formatting changes only.
REV-01093,POL-0103,EMP-0041,Policy Reviewer,2015-05-16,Approved,Update section 3.
REV-01094,POL-0190,EMP-0033,Compliance Analyst,2020-06-22,Approved, Minor edits requested. 
REV-01095,POL-0269,EMP-0046,Policy Reviewer,2022-05-05,Approved,
REV-01096,POL-0265,EMP-0052,Senior Analyst,2008-05-19, Approved ,Please verify citation.
REV-01097,POL-0131,EMP-0028,Compliance Analyst,2004-03-05,Approved,Looks good.
REV-01098,POL-0227,EMP-0023,Department Supervisor,2024-08-28,Approved,Minor edits requested.
REV-01099,POL-0206,EMP-0015,Department Supervisor,2003-12-05,Approved,
REV-01100,POL-0175, EMP-0051 , Policy Analyst ,2023-04-01,Rejected,
REV-01101,POL-0100,EMP-0048,Policy Reviewer,,Approved,Looks good.
REV-01102,POL-0011, EMP-0046 ,Policy Reviewer,2002-02-21,Approved,Minor edits requested.
REV-01103,POL-0217,EMP-0045,Policy Analyst,"Nov 16, 2024",Approved,Update section 3.
REV-01104,POL-0072,EMP-0034,Compliance Analyst,03/02/2007,Rejected,Update section 3.
REV-01105,POL-0229,EMP-0048,Policy Reviewer,2010-07-07,Rejected,Formatting changes only.
REV-01106,POL-0098,EMP-0019,Department Supervisor,2013-07-20,Rejected,Update section 3.
REV-01107,POL-0202, EMP-0043 ,Policy Reviewer,2022-12-23,Approved,
REV-01108,POL-0207, EMP-0034 , Compliance Analyst ,2018-04-18,Approved,
REV-01109,POL-0095,EMP-0053,Senior Analyst,2000-12-21,Rejected,Looks good.
REV-01110,POL-0099,EMP-0043,Policy Reviewer,2007-12-09,Approved,Looks good.
REV-01111,POL-0153,EMP-0021, Department Supervisor ,2020-07-06,Approved, Looks good. 
 REV-01112 , POL-0252 ,EMP-0041,Policy Reviewer,2007-01-21,Approved,Minor edits requested.
 REV-01113 ,POL-0143,EMP-0025,Compliance Analyst,2002-04-24,Approved,Update section 3.
 REV-01114 ,POL-0221,EMP-0015,Department Supervisor,2010-11-22,Approved, Minor edits requested. 
REV-01115, POL-0296 , EMP-0025 ,Compliance Analyst, 2017-01-25 ,Approved,
 REV-01116 ,POL-0251,EMP-0044,,09-Oct-2009,Approved,Minor edits requested.
REV-01117,POL-0023,EMP-0041,Policy Reviewer,27-Nov-2017,Rejected,Update section 3.
REV-01118,POL-0109,EMP-0013,Department Supervisor, 2002-07-31 , Approved ,Formatting changes only.
REV-01119,POL-0175, EMP-0017 ,Department Supervisor,2015-01-13,Approved,Formatting changes only.
REV-01120,POL-0120,EMP-0051,Policy Analyst, 2023-11-20 ,Rejected,Minor edits requested.
REV-01121,POL-0222,EMP-0048,Policy Reviewer,, Rejected , Please verify citation. 
REV-01122,POL-0292,EMP-0035,Senior Analyst,2008-04-18,Approved,Formatting changes only.
 REV-01123 ,POL-0159,,Compliance Analyst,2017-06-23,Approved,
REV-01124,POL-0282,EMP-0044,Policy Analyst,2003-12-28,Approved,Minor edits requested.
REV-01125,POL-0233,EMP-0025, Compliance Analyst ,,Approved,Please verify citation.
REV-01126,POL-0039,EMP-0033,Compliance Analyst,"Sep 14, 2018",,Minor edits requested.
REV-01127,POL-0211,EMP-0041,Policy Reviewer,2022-05-03,Approved,Please verify citation.
REV-01128,POL-0117,EMP-0043,Policy Reviewer,10/17/2000,Rejected,Looks good.
REV-01129,POL-0151,EMP-0021,Department Supervisor,2020-03-25,Approved,Looks good.
REV-01130,POL-0138,EMP-0043,Policy Reviewer,2003-12-16,Approved,Formatting changes only.
REV-01131,POL-0280,EMP-0024,Department Supervisor,2013-02-03,Approved,Looks good.
REV-01132,POL-0088,EMP-0021,Department Supervisor,18-Nov-2008,Approved,
REV-01133,POL-0288,EMP-0053,Senior Analyst,2005-10-21,Approved,Looks good.
REV-01134,POL-0300,EMP-0032,Compliance Analyst,,Approved,Formatting changes only.
 REV-01135 ,POL-0039,EMP-0041,Policy Reviewer,"Jul 31, 2005",Approved,Formatting changes only.
REV-01136,POL-0072,EMP-0041,Policy Reviewer,2021-12-22,Approved,Looks good.
REV-01137,POL-0032,EMP-0052,Senior Analyst,2007-09-24,Approved,Update section 3.
REV-01138,POL-0109,EMP-0026,Compliance Analyst,2001-07-03,Approved,
REV-01139,POL-0078,EMP-0047,Policy Reviewer,2006-03-27,Approved,Please verify citation.
REV-01140,POL-0161,EMP-0019,Department Supervisor,2007-09-22,Approved,Formatting changes only.
 REV-01141 ,POL-0128,EMP-0013,,2023-06-30,Approved,Please verify citation.
REV-01142,POL-0165,EMP-0014,Department Supervisor,2007-02-01,Approved,Looks good.
REV-01143,POL-0281,EMP-0022,,2012-01-31,Approved,Please verify citation.
REV-01144,POL-0016, EMP-0049 ,Senior Analyst,2018-09-07,Approved,Please verify citation.
REV-01145,POL-0255,EMP-0053,Senior Analyst,2001-05-02, Rejected ,Minor edits requested.
REV-01146,POL-0028,EMP-0024,Department Supervisor,2004-05-05,Approved, Update section 3. 
REV-01147,POL-0042,EMP-0041,Policy Reviewer,08/23/2021,Rejected,Looks good.
REV-01148,POL-0201, EMP-0037 ,Policy Reviewer,05/04/2010,Approved,Please verify citation.
REV-01149,POL-0164,EMP-0048,Policy Reviewer,2006-11-25, Approved ,Looks good.
REV-01150,POL-0062,EMP-0027,Compliance Analyst,2023-05-31,Approved,Looks good.
REV-01151,POL-0040,EMP-0040,Senior Analyst,2015-11-14,Approved,Please verify citation.
 REV-01152 ,POL-0040,EMP-0025,Compliance Analyst,2003-08-02,Approved,Update section 3.
REV-01153,POL-0230,EMP-0019,Department Supervisor,,Approved,
 REV-01154 , POL-0165 ,,Department Supervisor,2001-03-29,Approved,Please verify citation.
REV-01155,POL-0187,EMP-0054,Senior Analyst,2023-02-14,Approved,Update section 3.
REV-01156,POL-0267,EMP-0049,Senior Analyst,17-Mar-2007,Approved,
REV-01157,POL-0126,EMP-0041,Policy Reviewer,2008-06-15,Approved,Please verify citation.
REV-01158,POL-0074,EMP-0045,Policy Analyst,2002-04-01,Approved,Please verify citation.
REV-01159,POL-0158,EMP-0016,Department Supervisor,2005-10-08, Approved ,Update section 3.
REV-01160,POL-0029,EMP-0049,Senior Analyst,2006-05-06,Approved,Please verify citation.
REV-01161,POL-0206,EMP-0054,Senior Analyst,2000-07-20, Approved ,Formatting changes only.
REV-01162,POL-0289,EMP-0044,Policy Analyst, 2019-11-08 ,Approved,Update section 3.
REV-01163, POL-0136 , EMP-0013 ,Department Supervisor,2017-02-10,Approved, Formatting changes only. 
REV-01164,POL-0150, EMP-0038 ,Senior Analyst,2024-04-06,Approved,Looks good.
REV-01165,POL-0292,,Senior Analyst,2022-02-15,,Minor edits requested.
REV-01166,POL-0068,EMP-0038,Senior Analyst,17-Nov-2004,Approved,Looks good.
REV-01167,POL-0152,EMP-0041,Policy Reviewer,12/01/2011,Approved,Looks good.
 REV-01168 ,POL-0184,EMP-0029,Compliance Analyst,2004-04-04,Approved,Please verify citation.
REV-01169, POL-0057 ,EMP-0037,Policy Reviewer,2024-11-20,Approved,
REV-01170,POL-0138,EMP-0011,Department Supervisor,2008-12-22,Approved,Formatting changes only.
REV-01171,POL-0258,EMP-0047,,2000-10-25,Approved,Please verify citation.
REV-01172,POL-0295,EMP-0044,Policy Analyst,10/13/2005,Approved,
REV-01173,POL-0254,EMP-0052,Senior Analyst,2017-04-27,Approved,Looks good.
REV-01174,POL-0135,EMP-0037,Policy Reviewer,2014-09-01,Rejected,Minor edits requested.
REV-01175,POL-0045,EMP-0020,Department Supervisor,, Rejected ,Update section 3.
REV-01176,POL-0152,EMP-0027,Compliance Analyst,2011-11-16,Rejected,Please verify citation.
REV-01177,POL-0283,EMP-0047, Policy Reviewer ,2019-07-01, Approved ,Minor edits requested.
REV-01178,POL-0098,EMP-0054,Senior Analyst,11/09/2012,Approved,
 REV-01179 ,POL-0243,EMP-0037,Policy Reviewer,2009-08-20,Approved,Please verify citation.
REV-01180,POL-0109,EMP-0041,Policy Reviewer, 2025-07-05 ,Rejected,Looks good.
REV-01181,POL-0065,EMP-0046,Policy Reviewer,2017-02-07,Approved,Please verify citation.
REV-01182,POL-0232,EMP-0027,Compliance Analyst, 2022-03-13 ,Approved,Minor edits requested.
REV-01183,POL-0238, EMP-0036 ,Senior Analyst,2015-12-11,Approved,Formatting changes only.
REV-01184,POL-0208,EMP-0053,Senior Analyst,2006-09-10, Approved ,
REV-01185,POL-0021,EMP-0039,Policy Analyst,2010-10-21, Rejected ,Formatting changes only.
REV-01186,POL-0217, EMP-0017 ,Department Supervisor,"Oct 03, 2007",Approved,Looks good.
REV-01187,POL-0107,EMP-0036,Senior Analyst,2023-04-20,Rejected,Minor edits requested.
REV-01188,POL-0027,EMP-0050,Policy Reviewer,2025-03-12,Approved,Formatting changes only.
REV-01189,POL-0236,EMP-0021, Department Supervisor ,2002-10-31,Approved,Update section 3.
REV-01190,POL-0220,EMP-0016,Department Supervisor,2000-09-25,Approved,Looks good.
 REV-01191 ,POL-0236,EMP-0049,Senior Analyst,2021-08-27,Approved,Update section 3.
 REV-01192 ,POL-0110,EMP-0015, Department Supervisor ,2004-06-14,Approved,Minor edits requested.
REV-01193,POL-0255,EMP-0034,Compliance Analyst,2010-06-12, Approved ,
REV-01194,POL-0130,EMP-0035,Senior Analyst,03/11/2002,Approved,Update section 3.
REV-01195,POL-0035,EMP-0029,Compliance Analyst,2023-11-14,Approved,Formatting changes only.
REV-01196,POL-0099,EMP-0022,Department Supervisor,"Jan 28, 2003",Approved,Formatting changes only.
REV-01197,POL-0170,EMP-0039,Policy Analyst, 2022-09-03 ,Approved,
REV-01198,POL-0103,EMP-0053,Senior Analyst,07/18/2009,Approved,Please verify citation.
REV-01199,POL-0075,EMP-0023,Department Supervisor,2013-04-29,Approved,
 REV-01200 ,POL-0049,EMP-0044,Policy Analyst,2023-05-26,Approved,Formatting changes only.
REV-01201,POL-0094,EMP-0050,Policy Reviewer,2010-11-21,Rejected,Looks good.
REV-01202,POL-0091,EMP-0034,Compliance Analyst,2002-02-11,Approved,Looks good.
REV-01203,POL-0278,EMP-0021,Department Supervisor,2000-07-05,Approved,
 REV-01204 ,POL-0068,EMP-0036,Senior Analyst,2012-11-15,Approved,Minor edits requested.
REV-01205,POL-0151,EMP-0036,Senior Analyst,2018-03-23,Approved,Please verify citation.
REV-01206,POL-0214, EMP-0044 ,Policy Analyst,2009-06-25,Approved,
 REV-01207 ,POL-0014,,,2003-07-30,Approved,Please verify citation.
REV-01208,POL-0207,EMP-0046,Policy Reviewer,2013-04-05,Approved,Please verify citation.
REV-01209,POL-0069,EMP-0033,Compliance Analyst,2016-02-11,Approved,Minor edits requested.
REV-01210,POL-0267,EMP-0049,Senior Analyst,2010-08-25,Approved,Looks good.
REV-01211,POL-0109,EMP-0036,Senior Analyst,2020-11-23,Approved,Please verify citation.
REV-01212,POL-0296,EMP-0027,Compliance Analyst,2000-09-15,Approved,Looks good.
REV-01213,POL-0092,EMP-0043,Policy Reviewer,2018-10-05,Approved,  
REV-01214,POL-0142,EMP-0015,Department Supervisor,2025-07-22,Approved,Please verify citation.
REV-01215,POL-0100,EMP-0032, Compliance Analyst , 2013-09-12 ,Approved,
REV-01216,POL-0132,EMP-0027,Compliance Analyst,2023-07-10,Approved,Please verify citation.
REV-01217,POL-0067,EMP-0039,Policy Analyst,2011-09-20,Approved,Update section 3.
REV-01218,POL-0200,EMP-0026,Compliance Analyst,2022-03-11,Approved,Minor edits requested.
REV-01219,POL-0174,EMP-0054,Senior Analyst,2021-01-29,Approved,Update section 3.
REV-01220,POL-0245,EMP-0041,Policy Reviewer,22-Sep-2001,Approved,
 REV-01221 ,POL-0033,EMP-0015,Department Supervisor,2012-01-24,Approved,Update section 3.
REV-01222,POL-0114,EMP-0054,Senior Analyst,2010-05-20,Approved,Formatting changes only.
REV-01223,POL-0106,EMP-0031,Compliance Analyst,2010-10-24, Approved ,Update section 3.
REV-01224,POL-0252,EMP-0044,Policy Analyst,2016-05-03,Approved,Please verify citation.
REV-01225,POL-0164,EMP-0027,Compliance Analyst,2000-12-07,Approved,Looks good.
REV-01226, POL-0283 ,EMP-0016,Department Supervisor,2013-05-20,Approved,Update section 3.
REV-01227,POL-0292,,Department Supervisor,2015-11-03,Approved,Please verify citation.
REV-01228,POL-0093,EMP-0041,Policy Reviewer,2008-07-03,Approved,Minor edits requested.
REV-01229,POL-0083,EMP-0024,Department Supervisor,2016-05-10,Approved,Please verify citation.
REV-01230,POL-0163,EMP-0022,Department Supervisor,26-Jul-2012,Approved,Formatting changes only.
 REV-01231 ,POL-0104,EMP-0042,Senior Analyst,2009-01-10,Approved,Formatting changes only.
REV-01232,POL-0245,EMP-0026, Compliance Analyst ,"Jun 15, 2009",Approved,
REV-01233,POL-0034,EMP-0027,Compliance Analyst,2011-05-10,Approved,Looks good.
REV-01234,POL-0130,EMP-0023,Department Supervisor,"Oct 12, 2010",Approved,Looks good.
REV-01235,POL-0287,EMP-0020,Department Supervisor,2016-06-20,Approved,
REV-01236,POL-0054,EMP-0016,Department Supervisor,2005-11-16,Approved,Formatting changes only.
